Title,Genre,Subgenres,Setting,Protagonist_Demographics,Protagonist_Gender,Protagonist_Ethnicity,Main_Studio,Theme1, Theme2 ,Number_of_Episodes,Rating
Wonder Egg Priority,Psychological,Fantasy,Modern Japan,Teen,Female,Japanese,CloverWorks,Grief,Trauma,12,7.5
Sonny Boy,Sci-Fi,Supernatural,Alternate World,Teen,Male,Japanese,Madhouse,Existentialism,Mystery,12,7.7
86,Action,Mecha,War,Teen,Male,Fictional,A-1 Pictures,War,Prejudice,23,8.1
The Case Study of Vanitas,Supernatural,Historical,19th Century France,Adult,Male,French,Bones,Vampires,Mystery,12,8.1
Heike Monogatari,Historical,Drama,12th Century Japan,Teen,Female,Japanese,Science SARU,War,Fate,11,8.3
My Dress-Up Darling,Romance,Slice of Life,Modern Japan,Teen,Male,Japanese,CloverWorks,Cosplay,Friendship,12,7.9
Komi Can't Communicate,Comedy,Slice of Life,School,Teen,Female,Japanese,OLM,Communication,Friendship,12,8.0
Ranking of Kings (Part 2),Adventure,Fantasy,Medieval World,Child,Male,Fictional,Wit Studio,Courage,Growth,12,9.0
Bocchi the Rock! (Season 2),Music,Comedy,Modern Japan,Teen,Female,Japanese,CloverWorks,Anxiety,Music,12,8.8
Oshi no Ko (Season 2),Drama,Mystery,Modern Japan,Teen,Female,Japanese,Doga Kobo,Idols,Revenge,12,9.0
Mobile Suit Gundam: The Witch From Mercury Season 2,Mecha,Sci-Fi,Space,Teen,Female,Fictional,Sunrise,War,Political,24,8.6
Frieren: Beyond Journey's End,Adventure,Fantasy,Fantasy World,Adult,Female,Fictional,Madhouse,Mortality,Legacy,28,8.9
Astro Boy,Sci-Fi,Adventure,Future,Child,Male,Fictional,Mushi Production,Robots,Justice,193,7.6
Speed Racer,Sports,Action,Various,Teen,Male,Multi-ethnic,Tatsunoko Production,Racing,Adventure,52,7.3
The Rose of Versailles,Historical,Drama,18th Century France,Young Adult,Female,European,Tokyo Movie Shinsha,Revolution,Romance,40,8.3
Aim for the Ace!,Sports,Drama,Modern Japan,Teen,Female,Japanese,Tokyo Movie Shinsha,Tennis,Perseverance,26,7.5
Galaxy Express 999,Sci-Fi,Adventure,Space,Adult,Male,Japanese,Toei Animation,Journey,Technology,113,7.9
Belladonna of Sadness,Fantasy,Adult,Medieval Europe,Adult,Female,European,Mushi Production,Dark Fantasy,Tragedy,1,7.2
Mobile Suit Gundam,Mecha,War,Space,Teen,Male,Japanese,Sunrise,War,Politics,43,8.2
Space Runaway Ideon,Mecha,Sci-Fi,Space,Adult,Male,Japanese,Sunrise,War,Humanity,39,7.5
Macross,Mecha,Sci-Fi,Space,Adult,Male,Japanese,Tatsunoko Production,War,Music,36,8.1
Fist of the North Star,Action,Martial Arts,Post-Apocalyptic,Adult,Male,Japanese,Toei Animation,Martial Arts,Survival,109,8.0
Dragon Ball,Adventure,Action,Fantasy,Child,Male,Fictional,Toei Animation,Martial Arts,Friendship,153,8.5
City Hunter,Action,Comedy,Modern Japan,Adult,Male,Japanese,Sunrise,Action,Comedy,140,7.8
My Neighbor Totoro,Fantasy,Family,Rural Japan,Child,Female,Japanese,Studio Ghibli,Nature,Childhood,1,8.4
Akira,Sci-Fi,Cyberpunk,Neo-Tokyo,Teen,Male,Japanese,Tokyo Movie Shinsha,Power,Society,1,8.1
Kiki's Delivery Service,Fantasy,Slice of Life,European Town,Teen,Female,Japanese,Studio Ghibli,Coming of Age,Magic,1,8.0
Sailor Moon,Magical Girl,Action,Modern Japan,Teen,Female,Japanese,Toei Animation,Friendship,Love,200,7.7
Yu Yu Hakusho,Action,Supernatural,Modern Japan,Teen,Male,Japanese,Pierrot,Martial Arts,Friendship,112,8.2
Neon Genesis Evangelion,Mecha,Psychological,Post-Apocalyptic,Teen,Male,Japanese,Gainax,Existentialism,Trauma,26,8.5
Cowboy Bebop,Sci-Fi,Action,Space,Adult,Male,Multi-ethnic,Sunrise,Bounty Hunters,Jazz,26,8.9
Cardcaptor Sakura,Magical Girl,Fantasy,Modern Japan,Child,Female,Japanese,Madhouse,Friendship,Magic,70,8.0
One Piece,Adventure,Action,Various,Teen,Male,Fictional,Toei Animation,Pirates,Friendship,Ongoing,8.6
Hunter x Hunter (1999),Adventure,Action,Fantasy,Child,Male,Fictional,Nippon Animation,Adventure,Friendship,62,8.5
Rurouni Kenshin,Action,Historical,Meiji Era Japan,Adult,Male,Japanese,Studio Gallop,Swordsmanship,Redemption,95,8.2
Digimon Adventure,Adventure,Fantasy,Digital World,Child,Male,Japanese,Toei Animation,Friendship,Growth,54,7.6
Revolutionary Girl Utena,Shoujo,Fantasy,School,Teen,Female,Japanese,J.C.Staff,Revolution,Identity,39,8.0
Great Teacher Onizuka,Comedy,Slice of Life,School,Adult,Male,Japanese,Pierrot,Teaching,Delinquents,43,8.3
Hellsing,Action,Horror,Modern Europe,Adult,Male,European,Gonzo,Vampires,Violence,13,7.7
FLCL,Sci-Fi,Comedy,Suburban Japan,Teen,Male,Japanese,Gainax,Coming of Age,Absurd,6,8.0
Fullmetal Alchemist,Action,Adventure,Steampunk,Teen,Male,Fictional,Bones,Alchemy,Brotherhood,51,9.1
Samurai Champloo,Action,Adventure,Edo Period Japan,Adult,Male,Multi-ethnic,Manglobe,Hip-hop,Journey,26,8.4
Death Note,Mystery,Thriller,Modern Japan,Teen,Male,Japanese,Madhouse,Justice,Morality,37,9.0
Code Geass,Mecha,Action,Alternate World,Teen,Male,Japanese,Sunrise,Rebellion,Strategy,50,8.7
Mushishi,Fantasy,Slice of Life,Feudal Japan,Adult,Male,Japanese,Artland,Nature,Supernatural,26,8.7
Ouran High School Host Club,Comedy,Romance,School,Teen,Female,Japanese,Bones,Romance,Parody,26,7.9
Black Lagoon,Action,Crime,Southeast Asia,Adult,Female,Multi-ethnic,Madhouse,Gunfights,Morality,24,8.1
The Melancholy of Haruhi Suzumiya,Sci-Fi,Comedy,School,Teen,Female,Japanese,Kyoto Animation,Time Travel,Mystery,28,7.9
Toradora!,Romance,Comedy,School,Teen,Male,Japanese,J.C.Staff,Love,Friendship,25,8.1
Clannad,Slice of Life,Romance,Modern Japan,Teen,Male,Japanese,Kyoto Animation,Family,Grief,23,8.3
Lucky Star,Comedy,Slice of Life,School,Teen,Female,Japanese,Kyoto Animation,Parody,Daily Life,24,7.6
Gurren Lagann,Mecha,Action,Post-Apocalyptic,Teen,Male,Fictional,Gainax,Courage,Fighting,27,8.7
Natsume's Book of Friends,Supernatural,Slice of Life,Rural Japan,Teen,Male,Japanese,Brain's Base,Spirits,Healing,13,8.5
Bakemonogatari,Mystery,Supernatural,Modern Japan,Teen,Male,Japanese,Shaft,Vampires,Monsters,15,8.3
Angel Beats!,Action,Supernatural,Afterlife,Teen,Male,Japanese,P.A. Works,Afterlife,Friendship,13,8.0
K-On!,Slice of Life,Music,School,Teen,Female,Japanese,Kyoto Animation,Music,Friendship,13,7.9
Steins;Gate,Sci-Fi,Thriller,Modern Japan,Adult,Male,Japanese,White Fox,Time Travel,Conspiracy,24,9.1
AnoHana: The Flower We Saw That Day,Drama,Supernatural,Modern Japan,Teen,Male,Japanese,A-1 Pictures,Grief,Friendship,11,8.2
Attack on Titan,Action,Dark Fantasy,Post-Apocalyptic,Teen,Male,Fictional,Wit Studio,Survival,War,89,8.8
Daily Lives of High School Boys,Comedy,Slice of Life,School,Teen,Male,Japanese,Sunrise,Comedy,School,12,7.9
Psycho-Pass,Sci-Fi,Action,Dystopian,Adult,Male,Japanese,Production I.G,Justice,Society,22,8.2
Kill la Kill,Action,Comedy,School,Teen,Female,Japanese,Trigger,Over the Top,Fashion,24,8.3
Log Horizon,Action,Adventure,Isekai,Adult,Male,Fictional,Satelight,Gaming,Strategy,25,7.8
No Game No Life,Adventure,Fantasy,Alternate World,Teen,Male,Fictional,Madhouse,Gaming,Strategy,12,7.8
Your Lie in April,Romance,Drama,Modern Japan,Teen,Male,Japanese,A-1 Pictures,Music,Grief,22,8.6
Haikyuu!!,Sports,Comedy,School,Teen,Male,Japanese,Production I.G,Volleyball,Teamwork,25,8.7
Ping Pong the Animation,Sports,Drama,Modern Japan,Teen,Male,Japanese,Tatsunoko Production,Table Tennis,Competition,11,8.6
Parasyte -the maxim-,Action,Horror,Modern Japan,Teen,Male,Japanese,Madhouse,Survival,Body Horror,24,8.3
Erased,Mystery,Supernatural,Modern Japan,Adult,Male,Japanese,A-1 Pictures,Time Travel,Revenge,12,8.6
Food Wars!,Comedy,Ecchi,Cooking,Teen,Male,Japanese,J.C.Staff,Food,Competition,24,7.9
Shirobako,Slice of Life,Work,Modern Japan,Adult,Female,Japanese,P.A. Works,Anime Industry,Dreams,24,8.4
Re:Zero - Starting Life in Another World,Fantasy,Isekai,Fantasy World,Teen,Male,Fictional,White Fox,Time Loop,Survival,25,8.2
Konosuba,Adventure,Comedy,Fantasy World,Teen,Male,Fictional,Studio Deen,Isekai,Parody,10,8.0
Made in Abyss,Adventure,Fantasy,Fantasy World,Child,Female,Fictional,Kinema Citrus,Exploration,Survival,13,8.5
Devilman Crybaby,Action,Horror,Modern Japan,Adult,Male,Japanese,Science SARU,Demons,Violence,10,7.8
Violet Evergarden,Drama,Fantasy,Post-War,Young Adult,Female,European,Kyoto Animation,Grief,Healing,13,8.7
Rascal Does Not Dream of Bunny Girl Senpai,Romance,Supernatural,Modern Japan,Teen,Male,Japanese,CloverWorks,Adolescence,Supernatural,13,8.3
March Comes in like a Lion,Slice of Life,Drama,Modern Japan,Teen,Male,Japanese,Shaft,Grief,Growth,22,8.5
My Hero Academia,Action,Superhero,Modern Japan,Teen,Male,Japanese,Bones,Heroism,Friendship,Ongoing,8.5
One Punch Man,Action,Comedy,Superhero,Adult,Male,Fictional,Madhouse,Parody,Heroism,12,8.5
Demon Slayer,Action,Fantasy,Taisho Era Japan,Teen,Male,Japanese,Ufotable,Demons,Family,52,8.7
Jujutsu Kaisen,Action,Supernatural,Modern Japan,Teen,Male,Japanese,MAPPA,Curses,Friendship,48,8.4
Ranking of Kings,Adventure,Fantasy,Medieval World,Child,Male,Fictional,Wit Studio,Courage,Growth,23,8.9
Spy x Family,Action,Comedy,Cold War Era,Child,Female,Fictional,Wit Studio,Family,Espionage,25,8.6
Mushoku Tensei: Jobless Reincarnation,Fantasy,Isekai,Fantasy World,Adult,Male,Fictional,Studio Bind,Reincarnation,Adventure,23,8.2
Odd Taxi,Mystery,Thriller,Modern Japan,Adult,Male,Multi-ethnic,OLM,Urban Life,Conspiracy,13,8.5
Wonder Egg Priority,Psychological,Fantasy,Modern Japan,Teen,Female,Japanese,CloverWorks,Grief,Trauma,12,7.5
Bocchi the Rock!,Music,Comedy,Modern Japan,Teen,Female,Japanese,CloverWorks,Anxiety,Music,12,8.7
Vinland Saga,Historical,Action,Medieval Europe,Adult,Male,European,Wit Studio,War,Revenge,24,8.8
Chainsaw Man,Action,Horror,Modern Japan,Teen,Male,Japanese,MAPPA,Demons,Survival,12,8.6
Oshi no Ko,Drama,Mystery,Modern Japan,Teen,Female,Japanese,Doga Kobo,Idols,Revenge,11,8.9
Summer Time Rendering,Mystery,Thriller,Island,Teen,Male,Japanese,OLM,Time Loop,Supernatural,25,8.5
Cyberpunk: Edgerunners,Sci-Fi,Action,Cyberpunk,Adult,Male,Multi-ethnic,Trigger,Technology,Rebellion,10,8.5
Mobile Suit Gundam: The Witch From Mercury,Mecha,Sci-Fi,Space,Teen,Female,Fictional,Sunrise,War,Political,24,8.4
A Place Further than the Universe,Adventure,Slice of Life,Antarctica,Teen,Female,Japanese,Madhouse,Friendship,Growth,13,8.4
Kaiba,Sci-Fi,Romance,Futuristic,Adult,Male,Fictional,Madhouse,Identity,Memory,12,8.1
Mononoke,Mystery,Horror,Feudal Japan,Adult,Male,Japanese,Toei Animation,Supernatural,Exorcism,12,8.5
The Tatami Galaxy,Comedy,Psychological,Modern Japan,Adult,Male,Japanese,Madhouse,Time Loop,Self-Discovery,11,8.5
Yuru Camp,Slice of Life,Outdoor,Modern Japan,Teen,Female,Japanese,C-Station,Camping,Friendship,12,8.2
Grand Blue,Comedy,Slice of Life,University,Teen,Male,Japanese,Zero-G,Comedy,College Life,12,8.3
Aggretsuko,Comedy,Slice of Life,Modern Japan,Adult,Female,Fictional,Fanworks,Workplace,Stress,50,7.8
Space Dandy,Sci-Fi,Comedy,Space,Adult,Male,Multi-ethnic,Bones,Adventure,Absurd,26,7.9
Code Geass: Lelouch of the Rebellion R2,Mecha,Action,Alternate World,Teen,Male,Japanese,Sunrise,Rebellion,Strategy,25,8.9
Spice and Wolf,Adventure,Fantasy,Medieval Europe,Adult,Male,European,Brain's Base,Commerce,Romance,13,8.1
The Promised Neverland,Thriller,Fantasy,Orphanage,Child,Female,Fictional,CloverWorks,Escape,Survival,12,8.3
Hyouka,Mystery,Slice of Life,Modern Japan,Teen,Male,Japanese,Kyoto Animation,Mystery,School Life,22,8.0
Silver Spoon,Slice of Life,Comedy,Rural Japan,Teen,Male,Japanese,A-1 Pictures,Agriculture,Growth,11,7.9
Run with the Wind,Sports,Drama,University,Young Adult,Male,Japanese,Production I.G,Running,Friendship,23,8.7
Akudama Drive,Action,Cyberpunk,Dystopian,Adult,Multi-ethnic,Pierrot,Crime,Rebellion,12,7.6
Deca-Dence,Action,Sci-Fi,Post-Apocalyptic,Teen,Female,Fictional,NUT,Survival,Technology,12,7.5
Listeners,Music,Sci-Fi,Adventure,Teen,Female,Multi-ethnic,MAPPA,Music,Travel,12,7.3
Talentless Nana,Supernatural,Thriller,School,Teen,Female,Fictional,Bridge,Powers,Mystery,13,7.3
Shadows House,Mystery,Supernatural,Mansion,Child,Female,Fictional,CloverWorks,Mystery,Class,13,7.7

The Case Study of Vanitas,Supernatural,Historical,19th Century France,Adult,Male,French,Bones,Vampires,Mystery,12,8.1
Heike Monogatari,Historical,Drama,12th Century Japan,Teen,Female,Japanese,Science SARU,War,Fate,11,8.3
My Dress-Up Darling,Romance,Slice of Life,Modern Japan,Teen,Male,Japanese,CloverWorks,Cosplay,Friendship,12,7.9
Komi Can't Communicate,Comedy,Slice of Life,School,Teen,Female,Japanese,OLM,Communication,Friendship,12,8.0
Mobile Suit Gundam Unicorn,Mecha,Sci-Fi,Space,Adult,Male,Japanese,Sunrise,War,Ideology,7,8.4
Wolf Children,Fantasy,Family,Rural Japan,Child,Female,Japanese,Studio Chizu,Parenting,Family,1,8.1
Princess Jellyfish,Comedy,Slice of Life,Urban Japan,Adult,Female,Japanese,Brain's Base,Fashion,Friendship,11,7.8
Terror in Resonance,Mystery,Thriller,Modern Japan,Teen,Male,Japanese,MAPPA,Terrorism,Society,11,7.9
Ergo Proxy,Sci-Fi,Mystery,Dystopian,Adult,Male,Fictional,Manglobe,Identity,Philosophy,23,8.0
Grave of the Fireflies,War,Drama,WWII Japan,Child,Male,Japanese,Studio Ghibli,War,Loss,1,8.4
Perfect Blue,Psychological,Thriller,Modern Japan,Adult,Female,Japanese,Madhouse,Identity,Obsession,1,8.1
Paprika,Sci-Fi,Mystery,Modern Japan,Adult,Female,Japanese,Madhouse,Dreams,Psychological,1,8.1
Texhnolyze,Sci-Fi,Cyberpunk,Dystopian,Adult,Male,Fictional,Madhouse,Technology,Humanity,22,7.8
Legend of the Galactic Heroes,Sci-Fi,Space Opera,Space,Adult,Male,Multi-Ethnic,Artland,War,Politics,110,9.0
Haibane Renmei,Fantasy,Slice of Life,Heaven,Young Adult,Female,Fictional,Radix,Self-Discovery,Purpose,13,8.1
Honey and Clover,Slice of Life,Romance,Modern Japan,Teen,Male,Japanese,J.C.Staff,Art,Love,24,8.2
Azumanga Daioh,Comedy,Slice of Life,School,Teen,Female,Japanese,J.C.Staff,Comedy,School Life,26,8.0
School Rumble,Comedy,Romance,School,Teen,Male,Japanese,Comet,Love,School,26,7.7
NHK ni Youkoso!,Comedy,Psychological,Modern Japan,Adult,Male,Japanese,Gonzo,Hikikomori,Anxiety,24,8.0
Dennou Coil,Sci-Fi,Adventure,Futuristic Japan,Child,Female,Japanese,Madhouse,Technology,Friendship,26,8.2
Ano Natsu de Matteru,Sci-Fi,Romance,Rural Japan,Teen,Male,Japanese,J.C.Staff,Love,Friendship,12,7.8
Kimi ni Todoke,Romance,Slice of Life,School,Teen,Female,Japanese,Production I.G,Romance,Shyness,25,8.2
Working!!,Comedy,Slice of Life,Restaurant,Teen,Female,Japanese,A-1 Pictures,Comedy,Workplace,13,7.8
Yuri on Ice,Sports,Comedy,Modern,Adult,Male,Multi-ethnic,MAPPA,Figure Skating,Love,12,8.1
Initial D First Stage,Sports,Action,Japan,Teen,Male,Japanese,Gallop,Racing,Cars,26,8.1
Is It Wrong to Try to Pick Up Girls in a Dungeon?,Adventure,Fantasy,Fantasy World,Teen,Male,Fictional,J.C.Staff,Adventure,Dungeons,13,7.5
That Time I Got Reincarnated as a Slime,Fantasy,Isekai,Fantasy World,Adult,Male,Fictional,8bit,Reincarnation,Community Building,24,8.0
My Teen Romantic Comedy SNAFU,Comedy,Romance,School,Teen,Male,Japanese,Brain's Base,Romance,Solitude,13,8.0
Fruits Basket,Slice of Life,Romance,Modern Japan,Teen,Female,Japanese,TMS Entertainment,Family,Supernatural,26,8.2
Bloom into You,Romance,Slice of Life,School,Teen,Female,Japanese,TROYCA,Love,Identity,13,8.1
The Quintessential Quintuplets,Romance,Harem,School,Teen,Male,Japanese,Tezuka Productions,Romance,Comedy,12,7.6
Ascendance of a Bookworm,Fantasy,Slice of Life,Isekai,Child,Female,Fictional,Ajia-Do,Books,Reincarnation,14,8.1
Given,Romance,Music,Modern Japan,Teen,Male,Japanese,Lerche,Music,Love,11,8.1
Saga of Tanya the Evil,Action,Isekai,Fantasy World,Child,Female,German,NUT,War,Reincarnation,12,7.9
Beastars,Drama,Slice of Life,Animal Society,Teen,Male,Fictional,Orange,Society,Acceptance,12,7.9
Dororo,Action,Historical,Sengoku Period Japan,Teen,Male,Japanese,MAPPA,Demons,Redemption,24,8.4
The Rising of the Shield Hero,Action,Adventure,Fantasy World,Adult,Male,Fictional,Kinema Citrus,Justice,Betrayal,25,7.9
Link Click,Supernatural,Mystery,Modern China,Adult,Male,Chinese,Studio LAN,Time Travel,Photography,11,8.3
Penguin Highway,Sci-Fi,Mystery,Modern Japan,Child,Male,Japanese,Studio Colorido,Science,Friendship,1,7.6
Josee the Tiger and the Fish,Romance,Slice of Life,Modern Japan,Young Adult,Female,Japanese,Bones,Love,Disability,1,7.9
Words Bubble Up Like Soda Pop,Romance,Slice of Life,Rural Japan,Teen,Male,Japanese,Signal.MD,Love,Communication,1,7.5
Belle,Sci-Fi,Fantasy,Virtual World,Teen,Female,Japanese,Studio Chizu,Music,Identity,1,7.7
Blue Giant,Music,Drama,Modern Japan,Young Adult,Male,Japanese,NUT,Jazz,Ambition,1,8.1
Heavenly Delusion,Sci-Fi,Mystery,Post-Apocalyptic,Teen,Male,Fictional,Production I.G,Survival,Technology,13,7.9
Skip and Loafer,Slice of Life,Comedy,School,Teen,Female,Japanese,P.A. Works,School Life,Friendship,12,8.2
Undead Girl Murder Farce,Mystery,Supernatural,19th Century Europe,Young Adult,Female,Multi-ethnic,Lapin Track,Mystery,Detective,13,7.6
Insomniacs After School,Romance,Slice of Life,School,Teen,Male,Japanese,Liden Films,Love,Sleep,13,7.4
Mushishi Zoku Shou,Fantasy,Slice of Life,Feudal Japan,Adult,Male,Japanese,Artland,Nature,Supernatural,10,8.8
Noragami,Action,Supernatural,Modern Japan,Teen,Male,Japanese,Bones,Gods,Supernatural,12,8.1
Kekkai Sensen,Action,Supernatural,Urban,Adult,Male,Multi-ethnic,Bones,Superpowers,City Life,12,7.8
Charlotte,Supernatural,School,Modern Japan,Teen,Male,Japanese,P.A. Works,Superpowers,Adolescence,13,7.7
Erased,Mystery,Supernatural,Modern Japan,Adult,Male,Japanese,A-1 Pictures,Time Travel,Revenge,12,8.6
Gangsta.,Action,Crime,Modern City,Adult,Male,Multi-Ethnic,Manglobe,Mafia,Survival,12,7.4
A Silent Voice,Drama,School,Modern Japan,Teen,Female,Japanese,Kyoto Animation,Bullying,Forgiveness,1,8.2
Hibike! Euphonium,Slice of Life,Music,School,Teen,Female,Japanese,Kyoto Animation,Music,Friendship,13,8.1
Land of the Lustrous,Action,Fantasy,Future Earth,Non-Binary,Multi-Mineral,Orange,Gemstones,Survival,12,7.9
Revue Starlight,Musical,Action,School,Teen,Female,Japanese,Kinema Citrus,Theatre,Dreams,12,7.7
Aggretsuko (Season 2),Comedy,Slice of Life,Modern Japan,Adult,Female,Fictional,Fanworks,Workplace,Stress,10,7.8
Akudama Drive,Action,Cyberpunk,Dystopian,Adult,Multi-ethnic,Pierrot,Crime,Rebellion,12,7.6
Deca-Dence,Action,Sci-Fi,Post-Apocalyptic,Teen,Female,Fictional,NUT,Survival,Technology,12,7.5
Listeners,Music,Sci-Fi,Adventure,Teen,Female,Multi-ethnic,MAPPA,Music,Travel,12,7.3
Talentless Nana,Supernatural,Thriller,School,Teen,Female,Fictional,Bridge,Powers,Mystery,13,7.3
Shadows House,Mystery,Supernatural,Mansion,Child,Female,Fictional,CloverWorks,Mystery,Class,13,7.7
Wonder Egg Priority,Psychological,Fantasy,Modern Japan,Teen,Female,Japanese,CloverWorks,Grief,Trauma,12,7.5
Sonny Boy,Sci-Fi,Supernatural,Alternate World,Teen,Male,Japanese,Madhouse,Existentialism,Mystery,12,7.7
The Case Study of Vanitas,Supernatural,Historical,19th Century France,Adult,Male,French,Bones,Vampires,Mystery,12,8.1
Heike Monogatari,Historical,Drama,12th Century Japan,Teen,Female,Japanese,Science SARU,War,Fate,11,8.3
My Dress-Up Darling,Romance,Slice of Life,Modern Japan,Teen,Male,Japanese,CloverWorks,Cosplay,Friendship,12,7.9
Komi Can't Communicate,Comedy,Slice of Life,School,Teen,Female,Japanese,OLM,Communication,Friendship,12,8.0
Ranking of Kings (Part 2),Adventure,Fantasy,Medieval World,Child,Male,Fictional,Wit Studio,Courage,Growth,12,9.0
Bocchi the Rock! (Season 2),Music,Comedy,Modern Japan,Teen,Female,Japanese,CloverWorks,Anxiety,Music,12,8.8
Oshi no Ko (Season 2),Drama,Mystery,Modern Japan,Teen,Female,Japanese,Doga Kobo,Idols,Revenge,12,9.0
Mobile Suit Gundam: The Witch From Mercury Season 2,Mecha,Sci-Fi,Space,Teen,Female,Fictional,Sunrise,War,Political,24,8.6
Frieren: Beyond Journey's End,Adventure,Fantasy,Fantasy World,Adult,Female,Fictional,Madhouse,Mortality,Legacy,28,8.9
Lycoris Recoil,Action,Slice of Life,Modern Japan,Teen,Female,Japanese,A-1 Pictures,Guns,Friendship,13,7.9
Tomozaki-kun,Romance,Comedy,School,Teen,Male,Japanese,Project No.9,Gaming,Self-Improvement,12,7.3
Bungo Stray Dogs,Action,Supernatural,Modern Japan,Adult,Male,Multi-ethnic,Bones,Literature,Superpowers,50,8.0
Kotaro Lives Alone,Slice of Life,Comedy,Modern Japan,Child,Male,Japanese,Liden Films,Childhood,Loneliness,10,8.5
Ranking of Kings (Season 2),Adventure,Fantasy,Medieval World,Child,Male,Fictional,Wit Studio,Courage,Growth,12,9.0
Astro Boy,Sci-Fi,Adventure,Future,Child,Male,Fictional,Mushi Production,Robots,Justice,193,7.6
Speed Racer,Sports,Action,Various,Teen,Male,Multi-ethnic,Tatsunoko Production,Racing,Adventure,52,7.3
The Rose of Versailles,Historical,Drama,18th Century France,Young Adult,Female,European,Tokyo Movie Shinsha,Revolution,Romance,40,8.3
Aim for the Ace!,Sports,Drama,Modern Japan,Teen,Female,Japanese,Tokyo Movie Shinsha,Tennis,Perseverance,26,7.5
Galaxy Express 999,Sci-Fi,Adventure,Space,Adult,Male,Japanese,Toei Animation,Journey,Technology,113,7.9
Belladonna of Sadness,Fantasy,Adult,Medieval Europe,Adult,Female,European,Mushi Production,Dark Fantasy,Tragedy,1,7.2
Mobile Suit Gundam,Mecha,War,Space,Teen,Male,Japanese,Sunrise,War,Politics,43,8.2
Space Runaway Ideon,Mecha,Sci-Fi,Space,Adult,Male,Japanese,Sunrise,War,Humanity,39,7.5
Macross,Mecha,Sci-Fi,Space,Adult,Male,Japanese,Tatsunoko Production,War,Music,36,8.1
Fist of the North Star,Action,Martial Arts,Post-Apocalyptic,Adult,Male,Japanese,Toei Animation,Martial Arts,Survival,109,8.0
Dragon Ball,Adventure,Action,Fantasy,Child,Male,Fictional,Toei Animation,Martial Arts,Friendship,153,8.5
City Hunter,Action,Comedy,Modern Japan,Adult,Male,Japanese,Sunrise,Action,Comedy,140,7.8
My Neighbor Totoro,Fantasy,Family,Rural Japan,Child,Female,Japanese,Studio Ghibli,Nature,Childhood,1,8.4
Akira,Sci-Fi,Cyberpunk,Neo-Tokyo,Teen,Male,Japanese,Tokyo Movie Shinsha,Power,Society,1,8.1
Kiki's Delivery Service,Fantasy,Slice of Life,European Town,Teen,Female,Japanese,Studio Ghibli,Coming of Age,Magic,1,8.0
Sailor Moon,Magical Girl,Action,Modern Japan,Teen,Female,Japanese,Toei Animation,Friendship,Love,200,7.7
Yu Yu Hakusho,Action,Supernatural,Modern Japan,Teen,Male,Japanese,Pierrot,Martial Arts,Friendship,112,8.2
Neon Genesis Evangelion,Mecha,Psychological,Post-Apocalyptic,Teen,Male,Japanese,Gainax,Existentialism,Trauma,26,8.5
Cowboy Bebop,Sci-Fi,Action,Space,Adult,Male,Multi-ethnic,Sunrise,Bounty Hunters,Jazz,26,8.9
Cardcaptor Sakura,Magical Girl,Fantasy,Modern Japan,Child,Female,Japanese,Madhouse,Friendship,Magic,70,8.0
One Piece,Adventure,Action,Various,Teen,Male,Fictional,Toei Animation,Pirates,Friendship,Ongoing,8.6
Hunter x Hunter (1999),Adventure,Action,Fantasy,Child,Male,Fictional,Nippon Animation,Adventure,Friendship,62,8.5
Rurouni Kenshin,Action,Historical,Meiji Era Japan,Adult,Male,Japanese,Studio Gallop,Swordsmanship,Redemption,95,8.2
Digimon Adventure,Adventure,Fantasy,Digital World,Child,Male,Japanese,Toei Animation,Friendship,Growth,54,7.6
Revolutionary Girl Utena,Shoujo,Fantasy,School,Teen,Female,Japanese,J.C.Staff,Revolution,Identity,39,8.0
Great Teacher Onizuka,Comedy,Slice of Life,School,Adult,Male,Japanese,Pierrot,Teaching,Delinquents,43,8.3
Hellsing,Action,Horror,Modern Europe,Adult,Male,European,Gonzo,Vampires,Violence,13,7.7
FLCL,Sci-Fi,Comedy,Suburban Japan,Teen,Male,Japanese,Gainax,Coming of Age,Absurd,6,8.0
Fullmetal Alchemist,Action,Adventure,Steampunk,Teen,Male,Fictional,Bones,Alchemy,Brotherhood,51,9.1
Samurai Champloo,Action,Adventure,Edo Period Japan,Adult,Male,Multi-ethnic,Manglobe,Hip-hop,Journey,26,8.4
Death Note,Mystery,Thriller,Modern Japan,Teen,Male,Japanese,Madhouse,Justice,Morality,37,9.0
Code Geass,Mecha,Action,Alternate World,Teen,Male,Japanese,Sunrise,Rebellion,Strategy,50,8.7
Mushishi,Fantasy,Slice of Life,Feudal Japan,Adult,Male,Japanese,Artland,Nature,Supernatural,26,8.7
Ouran High School Host Club,Comedy,Romance,School,Teen,Female,Japanese,Bones,Romance,Parody,26,7.9
Black Lagoon,Action,Crime,Southeast Asia,Adult,Female,Multi-ethnic,Madhouse,Gunfights,Morality,24,8.1
The Melancholy of Haruhi Suzumiya,Sci-Fi,Comedy,School,Teen,Female,Japanese,Kyoto Animation,Time Travel,Mystery,28,7.9
Toradora!,Romance,Comedy,School,Teen,Male,Japanese,J.C.Staff,Love,Friendship,25,8.1
Clannad,Slice of Life,Romance,Modern Japan,Teen,Male,Japanese,Kyoto Animation,Family,Grief,23,8.3
Lucky Star,Comedy,Slice of Life,School,Teen,Female,Japanese,Kyoto Animation,Parody,Daily Life,24,7.6
